User,GestureType,IterationNumber,#TrainingExamples,TrainingSetSize,TrainingSetContents,Candidate,RecoResultGestureType,Correct/Incorrect,RecoResultScore,RecoResultBestMatch,RecoResultNBestSorted
s05,right_curly_brace,1,1,16,,s05-right_curly_brace-2,right_curly_brace,1,0.8638677256125127,s05-right_curly_brace-9,s05-right_curly_brace-9-0.8638677256125127:::s05-right_sq_bracket-1-0.8185046055534873:::s05-question_mark-2-0.6397598077647626:::s05-left_curly_brace-8-0.6375705876409964:::s05-caret-8-0.637047394391927:::s05-check-1-0.6347181616935472:::s05-arrow-9-0.619512824946485:::s05-left_sq_bracket-9-0.6070852619436127:::s05-v-2-0.455340826094606:::s05-pigtail-2-0.4467143741266195:::s05-delete_mark-6-0.42649340855352635:::s05-x-2-0.42205146383154546:::s05-star-2-0.40698163762110096:::s05-rectangle-1-0.4030798715174997:::s05-circle-2-0.3556848070905291:::s05-triangle-1-0.34254530564534913:::
s05,right_sq_bracket,1,1,16,,s05-right_sq_bracket-6,right_sq_bracket,1,0.8954520541797641,s05-right_sq_bracket-1,s05-right_sq_bracket-1-0.8954520541797641:::s05-right_curly_brace-9-0.7588333123750899:::s05-question_mark-2-0.6594040653277454:::s05-caret-8-0.6132807518342043:::s05-check-1-0.5982803204489073:::s05-left_sq_bracket-9-0.5897682834312528:::s05-arrow-9-0.5733947095591243:::s05-left_curly_brace-8-0.5481392410937259:::s05-pigtail-2-0.49550990608392553:::s05-delete_mark-6-0.46035278881672326:::s05-rectangle-1-0.4123288000719101:::s05-v-2-0.3787510571762396:::s05-circle-2-0.3739270713890047:::s05-triangle-1-0.3600668711310637:::s05-x-2-0.3434998968144022:::s05-star-2-0.33082506571643977:::
s05,star,1,1,16,,s05-star-7,star,1,0.9272458957777884,s05-star-2,s05-star-2-0.9272458957777884:::s05-arrow-9-0.5367632591466897:::s05-x-2-0.48314221530892776:::s05-v-2-0.4375115458191333:::s05-right_curly_brace-9-0.41559227925755027:::s05-check-1-0.4010815687130479:::s05-left_curly_brace-8-0.3881086649772588:::s05-caret-8-0.37387117413759186:::s05-delete_mark-6-0.37188899618851223:::s05-question_mark-2-0.36423590844322395:::s05-pigtail-2-0.3482030841543685:::s05-right_sq_bracket-1-0.3412217028560208:::s05-rectangle-1-0.33153305968772195:::s05-triangle-1-0.3137676805909926:::s05-left_sq_bracket-9-0.2981704031116872:::s05-circle-2-0.24551120191885134:::
s05,triangle,1,1,16,,s05-triangle-10,triangle,1,0.9067582361899114,s05-triangle-1,s05-triangle-1-0.9067582361899114:::s05-rectangle-1-0.8015549217939698:::s05-circle-2-0.7705277260357817:::s05-check-1-0.6910932503957212:::s05-left_sq_bracket-9-0.6521130082086434:::s05-v-2-0.6462818474556564:::s05-pigtail-2-0.6224297250947859:::s05-x-2-0.6057998214102969:::s05-left_curly_brace-8-0.5815614089762864:::s05-caret-8-0.44104755256356165:::s05-question_mark-2-0.43135402432665915:::s05-delete_mark-6-0.4278176623597417:::s05-right_sq_bracket-1-0.3963897508096528:::s05-arrow-9-0.37442461039871133:::s05-right_curly_brace-9-0.36522953760456:::s05-star-2-0.35779509182710256:::
s05,v,1,1,16,,s05-v-7,v,1,0.9068773747869323,s05-v-2,s05-v-2-0.9068773747869323:::s05-left_curly_brace-8-0.8157289419885358:::s05-check-1-0.7847148020397624:::s05-left_sq_bracket-9-0.7719198693744995:::s05-rectangle-1-0.7314254184231594:::s05-circle-2-0.695927116877483:::s05-triangle-1-0.6851090701675737:::s05-right_curly_brace-9-0.5335617782742494:::s05-pigtail-2-0.49642748519063873:::s05-x-2-0.48701316502224024:::s05-arrow-9-0.4564210474080581:::s05-right_sq_bracket-1-0.4549242550649383:::s05-caret-8-0.45220950229892354:::s05-delete_mark-6-0.4442740944454331:::s05-question_mark-2-0.4191089535937199:::s05-star-2-0.4168421695602401:::
s05,x,1,1,16,,s05-x-4,x,1,0.8784067081979461,s05-x-2,s05-x-2-0.8784067081979461:::s05-triangle-1-0.6405778102641044:::s05-pigtail-2-0.6302038235330907:::s05-arrow-9-0.609911946421836:::s05-rectangle-1-0.6025036396053703:::s05-circle-2-0.5430399057410855:::s05-star-2-0.5188824877525307:::s05-caret-8-0.5128611051978296:::s05-check-1-0.49558988761167133:::s05-left_sq_bracket-9-0.48813677142842016:::s05-v-2-0.4856622708560717:::s05-question_mark-2-0.43301468395529397:::s05-left_curly_brace-8-0.4303184394644155:::s05-delete_mark-6-0.4220136927620073:::s05-right_curly_brace-9-0.3803416306331743:::s05-right_sq_bracket-1-0.31663753908865055:::
s02,arrow,1,1,16,,s02-arrow-9,arrow,1,0.9334548088587876,s02-arrow-4,s02-arrow-4-0.9334548088587876:::s02-right_curly_brace-2-0.6733477962650678:::s02-caret-6-0.6667433313681205:::s02-right_sq_bracket-8-0.652539880626599:::s02-pigtail-8-0.62452635352938:::s02-left_curly_brace-9-0.6079002303863184:::s02-question_mark-2-0.6076282418868793:::s02-check-1-0.5588310916304138:::s02-x-4-0.554104106900221:::s02-v-6-0.542235276824971:::s02-left_sq_bracket-2-0.5392742206448327:::s02-rectangle-10-0.5344473758431422:::s02-triangle-1-0.509780859327647:::s02-delete_mark-6-0.47774398072693036:::s02-circle-10-0.43885319114653076:::s02-star-6-0.4253387757318816:::
s02,caret,1,1,16,,s02-caret-9,caret,1,0.9422030348010706,s02-caret-6,s02-caret-6-0.9422030348010706:::s02-right_sq_bracket-8-0.7815428158238609:::s02-question_mark-2-0.771198417947895:::s02-pigtail-8-0.6951696770745232:::s02-right_curly_brace-2-0.6659774435933636:::s02-arrow-4-0.6367849242924875:::s02-delete_mark-6-0.580893616386586:::s02-check-1-0.5561887666860805:::s02-left_curly_brace-9-0.5225474454419143:::s02-x-4-0.4539895288177054:::s02-left_sq_bracket-2-0.44863778782175756:::s02-v-6-0.395820267494588:::s02-star-6-0.34957484811464845:::s02-rectangle-10-0.2955990227086178:::s02-triangle-1-0.26894560469375517:::s02-circle-10-0.2044960853882002:::
s02,check,1,1,16,,s02-check-4,check,1,0.8532743511584825,s02-check-1,s02-check-1-0.8532743511584825:::s02-left_sq_bracket-2-0.8496666389159157:::s02-left_curly_brace-9-0.8169662808918756:::s02-question_mark-2-0.7140996834349164:::s02-right_curly_brace-2-0.687683429742143:::s02-right_sq_bracket-8-0.6692691076409377:::s02-v-6-0.5848094099331149:::s02-caret-6-0.5680107061150725:::s02-arrow-4-0.5672915040065014:::s02-rectangle-10-0.5057925174851451:::s02-triangle-1-0.49946918956184017:::s02-circle-10-0.4725636185623089:::s02-x-4-0.42999718457748803:::s02-delete_mark-6-0.3680613292991388:::s02-pigtail-8-0.35474835198095667:::s02-star-6-0.31557189402210073:::
s02,circle,1,1,16,,s02-circle-6,circle,1,0.8866149194335564,s02-circle-10,s02-circle-10-0.8866149194335564:::s02-rectangle-10-0.8048299731529927:::s02-triangle-1-0.7934370687242476:::s02-x-4-0.6456910754087086:::s02-v-6-0.6068196263686167:::s02-pigtail-8-0.5333975150125883:::s02-left_sq_bracket-2-0.5115468855655705:::s02-arrow-4-0.4607937695087335:::s02-check-1-0.45989910799283074:::s02-left_curly_brace-9-0.4080570218157785:::s02-delete_mark-6-0.36577926378680314:::s02-right_curly_brace-2-0.27116521867200827:::s02-star-6-0.2707907331661561:::s02-right_sq_bracket-8-0.2533502805052136:::s02-question_mark-2-0.24036671039243884:::s02-caret-6-0.22430385101986594:::
s02,delete_mark,1,1,16,,s02-delete_mark-7,delete_mark,1,0.915926927391391,s02-delete_mark-6,s02-delete_mark-6-0.915926927391391:::s02-v-6-0.6062295269379782:::s02-caret-6-0.5315754616144892:::s02-pigtail-8-0.53011693870975:::s02-check-1-0.5238628735528716:::s02-star-6-0.4912233602924261:::s02-right_sq_bracket-8-0.49093835205055847:::s02-x-4-0.48616704441373115:::s02-question_mark-2-0.463967249185801:::s02-right_curly_brace-2-0.45113165438391445:::s02-triangle-1-0.4450577591913639:::s02-rectangle-10-0.4432130077664619:::s02-arrow-4-0.44160395810048925:::s02-left_curly_brace-9-0.3981585468916158:::s02-left_sq_bracket-2-0.3922635438988038:::s02-circle-10-0.3814555752541854:::
s02,left_curly_brace,1,1,16,,s02-left_curly_brace-10,left_curly_brace,1,0.9468630227314235,s02-left_curly_brace-9,s02-left_curly_brace-9-0.9468630227314235:::s02-left_sq_bracket-2-0.8431098708216724:::s02-check-1-0.7737289855216911:::s02-v-6-0.6637388862147664:::s02-right_curly_brace-2-0.655011489251939:::s02-question_mark-2-0.6259413506369675:::s02-arrow-4-0.6146423335328709:::s02-right_sq_bracket-8-0.5759805669347459:::s02-rectangle-10-0.5640181229390093:::s02-triangle-1-0.524580835179854:::s02-caret-6-0.512590886716392:::s02-circle-10-0.48916458553655817:::s02-x-4-0.4542054224654679:::s02-pigtail-8-0.36750432306229575:::s02-delete_mark-6-0.35399981596618135:::s02-star-6-0.34353946339723274:::
s02,left_sq_bracket,1,1,16,,s02-left_sq_bracket-5,left_sq_bracket,1,0.9681409144532409,s02-left_sq_bracket-2,s02-left_sq_bracket-2-0.9681409144532409:::s02-left_curly_brace-9-0.8312998417861365:::s02-check-1-0.7862988339647448:::s02-v-6-0.6560592642238507:::s02-question_mark-2-0.6073622865165611:::s02-rectangle-10-0.5957923314971453:::s02-triangle-1-0.5942015281288509:::s02-right_curly_brace-2-0.5938878268886607:::s02-right_sq_bracket-8-0.5829193075604945:::s02-circle-10-0.5678651450627838:::s02-arrow-4-0.562855457393537:::s02-x-4-0.49198264054703245:::s02-caret-6-0.46196576149671953:::s02-delete_mark-6-0.32007483960856253:::s02-pigtail-8-0.30931355103318325:::s02-star-6-0.3053490999683346:::
s02,pigtail,1,1,16,,s02-pigtail-5,pigtail,1,0.8540150903401129,s02-pigtail-8,s02-pigtail-8-0.8540150903401129:::s02-x-4-0.7776217178678748:::s02-rectangle-10-0.638541004157183:::s02-v-6-0.6169286343082951:::s02-circle-10-0.6110439864231714:::s02-triangle-1-0.6078095763667922:::s02-arrow-4-0.580771157785422:::s02-caret-6-0.5411630090950927:::s02-delete_mark-6-0.5084547163572848:::s02-right_curly_brace-2-0.4381323031826143:::s02-right_sq_bracket-8-0.4056310819990643:::s02-star-6-0.38728367595029756:::s02-question_mark-2-0.38632544197001983:::s02-check-1-0.37430508278187535:::s02-left_sq_bracket-2-0.3622075972412111:::s02-left_curly_brace-9-0.3594014654408392:::
s02,question_mark,1,1,16,,s02-question_mark-9,question_mark,1,0.8773554543502043,s02-question_mark-2,s02-question_mark-2-0.8773554543502043:::s02-right_sq_bracket-8-0.8058468204436926:::s02-caret-6-0.734337364804775:::s02-right_curly_brace-2-0.6883523306891559:::s02-check-1-0.6649179906812515:::s02-left_curly_brace-9-0.6438803871990318:::s02-left_sq_bracket-2-0.6392048431460077:::s02-arrow-4-0.49667516843169357:::s02-pigtail-8-0.4879978346297875:::s02-delete_mark-6-0.42224954826990124:::s02-v-6-0.41760012366944954:::s02-x-4-0.3463785561300835:::s02-triangle-1-0.3411652085912895:::s02-circle-10-0.3228568798920116:::s02-rectangle-10-0.32012613158336634:::s02-star-6-0.3140860510335731:::
s02,rectangle,1,1,16,,s02-rectangle-9,rectangle,1,0.9629839807197609,s02-rectangle-10,s02-rectangle-10-0.9629839807197609:::s02-triangle-1-0.8420294822964651:::s02-circle-10-0.837505477381839:::s02-v-6-0.7132453703097548:::s02-x-4-0.6269539362818402:::s02-left_sq_bracket-2-0.6236573331568933:::s02-left_curly_brace-9-0.5664163832796504:::s02-arrow-4-0.5640135841031592:::s02-check-1-0.5534457622939007:::s02-pigtail-8-0.5056759765488162:::s02-delete_mark-6-0.4387176158448042:::s02-right_curly_brace-2-0.3965099617008302:::s02-right_sq_bracket-8-0.3765836847732701:::s02-question_mark-2-0.3519688897832407:::s02-star-6-0.3304580479319601:::s02-caret-6-0.27615699010722905:::
s02,right_curly_brace,1,1,16,,s02-right_curly_brace-10,right_curly_brace,1,0.8845251737081358,s02-right_curly_brace-2,s02-right_curly_brace-2-0.8845251737081358:::s02-question_mark-2-0.7682816632942014:::s02-right_sq_bracket-8-0.7495923578834822:::s02-caret-6-0.7147208930932293:::s02-check-1-0.700177546977935:::s02-arrow-4-0.6828809143524657:::s02-left_curly_brace-9-0.6741547590324153:::s02-left_sq_bracket-2-0.6095570713246188:::s02-pigtail-8-0.5207720932387779:::s02-v-6-0.49315594838366517:::s02-star-6-0.41197108974127084:::s02-delete_mark-6-0.41052718992040527:::s02-x-4-0.40098173226528433:::s02-rectangle-10-0.3697282194536814:::s02-triangle-1-0.3276101029110148:::s02-circle-10-0.2990079079108422:::
s02,right_sq_bracket,1,1,16,,s02-right_sq_bracket-7,right_sq_bracket,1,0.9355501096798471,s02-right_sq_bracket-8,s02-right_sq_bracket-8-0.9355501096798471:::s02-question_mark-2-0.9080984399657829:::s02-caret-6-0.7783021165766457:::s02-right_curly_brace-2-0.7053414905037745:::s02-check-1-0.6453738809604395:::s02-arrow-4-0.6281285125551448:::s02-left_curly_brace-9-0.6155706583554577:::s02-left_sq_bracket-2-0.6054696278811904:::s02-pigtail-8-0.48807203615279326:::s02-delete_mark-6-0.4694205696965549:::s02-v-6-0.3804291873829261:::s02-rectangle-10-0.35821474892378113:::s02-x-4-0.3253265574224724:::s02-star-6-0.31473120075994665:::s02-triangle-1-0.3092177369563569:::s02-circle-10-0.2994709478459313:::
s02,star,1,1,16,,s02-star-1,star,1,0.8577465436006954,s02-star-6,s02-star-6-0.8577465436006954:::s02-x-4-0.5015588683813021:::s02-arrow-4-0.48715761359424437:::s02-delete_mark-6-0.486220222065156:::s02-right_curly_brace-2-0.47276863359135957:::s02-pigtail-8-0.45404146186314875:::s02-caret-6-0.42413108897265894:::s02-right_sq_bracket-8-0.3955787051576497:::s02-v-6-0.37974941591041333:::s02-left_curly_brace-9-0.3756062461985268:::s02-question_mark-2-0.3740530186379717:::s02-triangle-1-0.36024268536274684:::s02-check-1-0.35797870393351094:::s02-left_sq_bracket-2-0.3259257469442405:::s02-rectangle-10-0.3022376287825319:::s02-circle-10-0.24949820090145125:::
s02,triangle,1,1,16,,s02-triangle-5,triangle,1,0.8966599365605349,s02-triangle-1,s02-triangle-1-0.8966599365605349:::s02-circle-10-0.7979036675188739:::s02-rectangle-10-0.7944311608323569:::s02-x-4-0.7098078301400881:::s02-v-6-0.6590991917216389:::s02-left_sq_bracket-2-0.5733983936833804:::s02-check-1-0.5412563417759246:::s02-pigtail-8-0.5217480935994141:::s02-arrow-4-0.5124325028961514:::s02-left_curly_brace-9-0.4771286208548047:::s02-delete_mark-6-0.4439867703327305:::s02-star-6-0.3426037010954329:::s02-right_curly_brace-2-0.3173003148480117:::s02-question_mark-2-0.2960624789637767:::s02-right_sq_bracket-8-0.292788281000968:::s02-caret-6-0.273338681626052:::
s02,v,1,1,16,,s02-v-9,v,1,0.9528687325049906,s02-v-6,s02-v-6-0.9528687325049906:::s02-check-1-0.7014402570697511:::s02-rectangle-10-0.6853580810329072:::s02-left_sq_bracket-2-0.6838864921911936:::s02-triangle-1-0.6793218477453119:::s02-left_curly_brace-9-0.6769275019529792:::s02-circle-10-0.6316858843311414:::s02-arrow-4-0.5763013320333616:::s02-delete_mark-6-0.5572637730640897:::s02-right_curly_brace-2-0.5458882738453927:::s02-x-4-0.5350248799832941:::s02-pigtail-8-0.5140963302939847:::s02-question_mark-2-0.41863910641602375:::s02-right_sq_bracket-8-0.4021495237711894:::s02-star-6-0.3922721385562299:::s02-caret-6-0.38359098579377926:::
s02,x,1,1,16,,s02-x-8,x,1,0.9484910139951921,s02-x-4,s02-x-4-0.9484910139951921:::s02-triangle-1-0.671576448152756:::s02-pigtail-8-0.6695100554301243:::s02-rectangle-10-0.6432003557438553:::s02-circle-10-0.6182836424413127:::s02-v-6-0.546376261375475:::s02-arrow-4-0.5432521269359536:::s02-star-6-0.5218446696634325:::s02-delete_mark-6-0.515763157739367:::s02-left_sq_bracket-2-0.5078981334775594:::s02-check-1-0.4910617257337906:::s02-left_curly_brace-9-0.45268109241633236:::s02-right_curly_brace-2-0.4330790539486512:::s02-caret-6-0.4067640617927313:::s02-right_sq_bracket-8-0.34816248990162:::s02-question_mark-2-0.31787352598613927:::
s03,arrow,1,1,16,,s03-arrow-1,x,0,0.7651584833844994,s03-x-6,s03-x-6-0.7651584833844994:::s03-arrow-8-0.7444333272563937:::s03-caret-8-0.7082414439448235:::s03-pigtail-6-0.7039715082527651:::s03-right_curly_brace-6-0.5861990191175498:::s03-star-8-0.580364553717553:::s03-question_mark-9-0.570203964021471:::s03-right_sq_bracket-7-0.557040383901879:::s03-delete_mark-4-0.5496635297415039:::s03-left_curly_brace-3-0.4992183867767843:::s03-check-3-0.44191023863928913:::s03-v-10-0.4354923282136941:::s03-triangle-4-0.41983444451886676:::s03-left_sq_bracket-3-0.41735521606477166:::s03-rectangle-1-0.406417480243932:::s03-circle-5-0.30317854471776107:::
s03,caret,1,1,16,,s03-caret-1,caret,1,0.9537378673975718,s03-caret-8,s03-caret-8-0.9537378673975718:::s03-question_mark-9-0.8251017759123757:::s03-pigtail-6-0.7125695868796371:::s03-right_sq_bracket-7-0.6525803443700542:::s03-arrow-8-0.6374730264634647:::s03-right_curly_brace-6-0.633094837048636:::s03-delete_mark-4-0.6310952961999798:::s03-x-6-0.6181400622917714:::s03-left_curly_brace-3-0.5407671269004237:::s03-check-3-0.5019530933670255:::s03-v-10-0.39967098774213006:::s03-left_sq_bracket-3-0.3961665796013525:::s03-star-8-0.3867694202495584:::s03-rectangle-1-0.31441711788373883:::s03-triangle-4-0.3018314138250868:::s03-circle-5-0.25571206633816246:::
s03,check,1,1,16,,s03-check-7,check,1,0.9488937984030871,s03-check-3,s03-check-3-0.9488937984030871:::s03-left_curly_brace-3-0.7864577510621727:::s03-left_sq_bracket-3-0.7815185576225123:::s03-right_curly_brace-6-0.751825001415543:::s03-right_sq_bracket-7-0.7069774366326412:::s03-v-10-0.6310666328392973:::s03-triangle-4-0.6039700475766755:::s03-rectangle-1-0.6038808869938175:::s03-circle-5-0.5953344081716705:::s03-question_mark-9-0.520229731912247:::s03-arrow-8-0.496685649095981:::s03-caret-8-0.49419089436875396:::s03-delete_mark-4-0.45424022309607615:::s03-x-6-0.3969171498247719:::s03-star-8-0.3846131615403321:::s03-pigtail-6-0.32158073410394805:::
s03,circle,1,1,16,,s03-circle-10,circle,1,0.9282706805808267,s03-circle-5,s03-circle-5-0.9282706805808267:::s03-rectangle-1-0.862916962282803:::s03-triangle-4-0.8119094696511664:::s03-v-10-0.6990504036423909:::s03-left_sq_bracket-3-0.6604463584080803:::s03-check-3-0.5968606798057183:::s03-x-6-0.4963504669256048:::s03-left_curly_brace-3-0.4837288321074341:::s03-arrow-8-0.4168120523119211:::s03-right_curly_brace-6-0.415103538322075:::s03-delete_mark-4-0.4048203187705439:::s03-right_sq_bracket-7-0.3943959052250645:::s03-pigtail-6-0.3463304280718522:::s03-question_mark-9-0.27532068568704815:::s03-star-8-0.24055869455226608:::s03-caret-8-0.23993898498205857:::
s03,delete_mark,1,1,16,,s03-delete_mark-3,delete_mark,1,0.9858620286914028,s03-delete_mark-4,s03-delete_mark-4-0.9858620286914028:::s03-caret-8-0.6585093785503588:::s03-question_mark-9-0.6097112917192407:::s03-v-10-0.599559368926817:::s03-x-6-0.5312505912769402:::s03-pigtail-6-0.5048600909824537:::s03-check-3-0.4923862443894069:::s03-rectangle-1-0.47632242800848845:::s03-star-8-0.462371823270897:::s03-triangle-4-0.4598384903530087:::s03-circle-5-0.4414771047101669:::s03-arrow-8-0.43974816017582785:::s03-right_curly_brace-6-0.40952156081445956:::s03-right_sq_bracket-7-0.39679977643233:::s03-left_curly_brace-3-0.3907471700737878:::s03-left_sq_bracket-3-0.3878909886206612:::
